,x,y
0,2005.0372294372291,150412.08791208788
1,2005.161904761905,151648.3516483516
2,2005.28658008658,154326.92307692303
3,2005.4112554112555,156799.4505494505
4,2005.5359307359304,158653.84615384613
5,2005.660606060606,159065.93406593404
6,2005.7852813852808,159065.93406593404
7,2005.9099567099563,159890.10989010986
8,2006.034632034632,159890.10989010986
9,2006.1593073593071,161538.4615384615
10,2006.283982683983,165453.29670329668
11,2006.408658008658,167925.82417582415
12,2006.5333333333333,171016.48351648348
13,2006.6580086580088,172458.79120879117
14,2006.782683982684,173695.0549450549
15,2006.9073593073592,175961.53846153844
16,2007.0320346320343,176579.6703296703
17,2007.1567099567096,178846.1538461538
18,2007.2813852813847,182554.945054945
19,2007.4060606060605,186263.73626373624
20,2007.530735930736,188942.3076923077
21,2007.655411255411,189972.52747252744
22,2007.7800865800864,189354.3956043956
23,2007.9047619047617,188530.21978021972
24,2008.0294372294368,185027.4725274725
25,2008.1541125541123,182967.0329670329
26,2008.278787878788,183379.1208791209
27,2008.4034632034632,182142.85714285716
28,2008.5073593073591,178846.1538461538
29,2008.590476190476,175137.36263736262
30,2008.6735930735929,171119.50549450546
31,2008.7567099567095,167719.7802197802
32,2008.8190476190475,163804.945054945
33,2008.922943722944,160302.19780219777
34,2009.02683982684,156593.40659340657
35,2009.151515151515,154532.96703296702
36,2009.2761904761903,156593.40659340657
37,2009.4008658008656,159065.93406593404
38,2009.525541125541,162774.72527472524
39,2009.650216450216,164835.16483516482
40,2009.774891774892,166483.51648351646
41,2009.899567099567,167513.73626373624
42,2010.0242424242424,167719.7802197802
43,2010.1489177489177,168131.8681318681
44,2010.273593073593,169780.21978021975
45,2010.3982683982683,171840.6593406593
46,2010.522943722944,173076.92307692303
47,2010.647619047619,172664.83516483512
48,2010.7722943722945,170192.30769230766
49,2010.8969696969696,168337.91208791206
50,2011.0216450216449,166895.60439560437
51,2011.14632034632,165865.3846153846
52,2011.2709956709955,167719.7802197802
53,2011.3956709956708,167719.7802197802
54,2011.520346320346,169368.13186813184
55,2011.6450216450216,169162.08791208788
56,2011.769696969697,167719.7802197802
57,2011.8943722943725,166895.60439560437
58,2012.019047619048,165453.29670329668
59,2012.1437229437229,165659.3406593406
60,2012.2683982683984,167719.7802197802
61,2012.3930735930733,169368.13186813184
62,2012.5177489177488,170398.3516483516
63,2012.642424242424,170192.30769230766
64,2012.7670995670996,168956.04395604393
65,2012.8917748917747,168749.99999999997
66,2013.01645021645,167719.7802197802
67,2013.1411255411251,168337.91208791206
68,2013.2658008658009,170604.39560439557
69,2013.390476190476,172252.74725274724
70,2013.5151515151515,174725.2747252747
71,2013.6398268398268,175755.49450549448
72,2013.764502164502,175549.4505494505
73,2013.8891774891772,177197.80219780217
74,2014.0138528138527,178228.02197802195
75,2014.138528138528,179670.32967032964
76,2014.2632034632036,183791.20879120877
77,2014.387878787879,186675.8241758241
78,2014.512554112554,189972.52747252744
79,2014.6372294372293,191826.92307692303
80,2014.7619047619048,191414.83516483515
81,2014.88658008658,191208.7912087912
82,2015.0112554112552,190590.6593406593
83,2015.1359307359307,191620.87912087908
84,2015.260606060606,193681.31868131863
85,2015.3852813852811,196771.978021978
86,2015.509956709957,200274.72527472524
87,2015.634632034632,202129.12087912083
88,2015.7593073593075,202953.29670329663
89,2015.8839826839824,204601.6483516483
90,2016.008658008658,205219.78021978016
91,2016.1333333333328,206868.13186813184
92,2016.2580086580083,209340.65934065933
93,2016.382683982684,212225.2747252747
94,2016.5073593073591,214697.80219780217
95,2016.6320346320344,214697.80219780217
96,2016.7567099567095,214285.71428571423
97,2016.8813852813853,215109.89010989008
98,2017.0060606060608,215315.93406593404
99,2017.130735930736,215728.02197802195
100,2017.2554112554112,218612.63736263727
101,2017.3800865800863,221497.2527472527
102,2017.5047619047616,224793.956043956
103,2017.6294372294367,224793.956043956
104,2017.7541125541125,224587.91208791203
105,2017.878787878788,224587.91208791203
106,2018.003463203463,224587.91208791203
107,2018.1281385281384,224381.86813186808
108,2018.2528138528137,226030.21978021972
109,2018.377489177489,228090.6593406593
110,2018.5021645021643,230975.2747252747
111,2018.62683982684,231593.40659340657
112,2018.7515151515152,230769.23076923072
113,2018.8761904761905,229532.967032967
114,2019.0008658008655,228090.6593406593
115,2019.125541125541,227060.43956043952
116,2019.2502164502164,228502.7472527472
117,2019.374891774892,229945.0549450549
118,2019.499567099567,232623.62637362635
119,2019.6242424242423,233241.75824175825
120,2019.7489177489176,232623.62637362635
121,2019.873593073593,232005.49450549448
122,2019.998268398268,231387.36263736265
123,2020.1229437229435,231593.40659340657
124,2020.2476190476189,230769.23076923072
125,2020.3722943722944,233859.89010989008
126,2020.4969696969697,236950.5494505494
127,2020.621645021645,240659.3406593406
128,2020.7463203463203,244368.1318681318
129,2020.870995670996,247252.7472527472
130,2020.995670995671,249313.1868131868
131,2021.1203463203465,251785.71428571423
142,2021.2658008658009,248901.09890109889
143,2021.3627705627705,264560.4395604395
144,2021.473593073593,253434.0659340659
145,2021.6398268398268,268681.31868131866
146,2021.7090909090907,262499.99999999994
132,2021.868398268398,268475.27472527465
133,2021.982683982684,272029.5329670329
134,2022.1177489177487,274862.6373626373
135,2022.221645021645,278365.38461538457
136,2022.3047619047616,281456.0439560439
137,2022.387878787879,284855.7692307692
138,2022.4709956709955,289491.7582417582
139,2022.5541125541124,292891.48351648345
140,2022.6580086580088,295260.98901098897
141,2022.782683982684,295054.945054945
