,y1,y2,y3,x
0,3.9895167336883,,,2002
1,,,0.4137570315220369,2003
2,5.001222104254191,,,2004
3,6.168474663523299,0.1878402248318043,0.7085055802548066,2005
4,4.816785491366992,0.454454135120212,0.6374094809934068,2006
5,6.195118600131911,0.7070054435973105,0.5663322513754956,2007
6,5.997383605994768,1.0581081826145162,0.6359470836228915,2008
7,4.969379580863942,0.6211013916067252,0.6211296960719608,2009
8,4.898274046780795,0.9018062081716778,0.9580943547038938,2010
9,4.813105910886341,1.3232313910671714,0.5633602825257391,2011
10,5.192305549060926,1.5194945530120538,0.6188936433183336,2012
11,4.586490927,1.6876230765125737,0.4915093975247178,2013
12,4.262079299087094,2.207571385482936,0.4063506964520069,2014
13,3.796956739278432,2.192735128288517,0.6166670253864535,2015
14,3.303699541025406,2.0935138254044974,0.517426853,2016
15,2.894865127748962,1.966091840323898,0.4182055499749264,2017
16,3.2037140175800216,2.134229798646163,0.4174507642353049,2018
17,2.879321258923646,2.921537368822809,0.4026239418626307,2019
18,2.611197777155998,2.8081874203752646,0.4018691561230092,2020
19,2.4556694580962715,3.412567949143952,0.3940877868886048,2021
